PH,OM,Nitrate_N,Olsen_P,K,Ca,Mg,Sand,Silt,Clay
8.05964,1.58837,16.7189,8.13523,260.081,5072.1,612.238,47.2599,17.4013,35.1651
8.07243,1.61771,16.5415,8.28367,261.761,5071.12,602.853,46.827,17.6189,35.3292
8.08409,1.49357,4.5875,3.72526,242.654,4400.95,626.563,50.062,16.318,34.1044
8.08714,1.42859,4.62637,3.89835,239.665,4773.66,639.125,49.7347,16.4902,33.9619
8.09311,1.38103,4.61801,3.70994,234.497,4973.81,652.765,49.3796,16.7871,34.0345
8.10334,1.36142,4.61825,3.5062,231.014,5111.24,663.629,48.7654,17.4373,34.0565
8.11742,1.29577,4.67943,3.40258,227.718,5084.35,669.94,48.4313,17.7644,33.7811
8.13517,1.23551,4.56801,3.20707,221.894,5069.38,674.755,48.0385,18.1654,33.8604
8.15001,1.20234,4.54794,3.08026,221.778,5048.45,674.791,47.6633,18.4952,34.0117
8.1571,1.16429,4.8496,3.49371,221.837,5055.58,674.034,47.4065,18.7581,34.1882
8.15125,1.1337,5.12209,3.76264,221.007,5060.95,675.083,47.452,18.7549,34.0537
8.14407,1.12846,5.38908,3.70323,224.596,5066.86,673.447,47.3394,18.8277,34.1774
8.1381,1.16569,6.5521,4.9164,228.657,5079.63,673.882,47.2165,18.7343,34.235
8.13964,1.22007,7.19188,5.22679,229.176,5120.09,673.972,47.1025,18.6411,34.4515
8.13333,1.25883,8.09189,5.61246,231.761,5137.16,672.852,46.9977,18.5339,34.7335
8.12312,1.28502,9.1187,6.24065,239.911,5126.63,673.384,46.9009,18.3528,34.9296
8.1278,1.31574,9.93325,6.74281,240.352,5153.34,674.284,46.9141,18.1963,34.8864
8.12473,1.34918,10.5624,6.85228,241.402,5175.05,675.808,46.8999,17.9771,34.9032
8.11327,1.39911,11.4061,6.97201,245.116,5167.05,674.368,47.0553,17.6864,35.1194
8.11416,1.32766,11.4635,7.11957,242.333,5233.28,669.787,47.1551,17.5684,35.1181
8.11894,1.28556,11.3838,6.79118,239.739,5276.5,661.245,47.2992,17.4677,35.4986
8.12328,1.27472,11.6043,6.96345,237.923,5361.78,648.621,47.4787,17.2741,35.4331
8.1127,1.26019,11.9701,6.81366,239.785,5320.7,636.288,47.66,17.0917,35.1005
8.11057,1.2485,11.9599,6.75541,237.337,5291.52,628.392,47.8013,17.0531,35.2888
8.10041,1.22179,12.843,7.35274,241.281,5348.27,626.566,48.0636,16.8786,34.9817
8.09176,1.25625,13.3298,7.00265,238.301,5303.3,628.587,47.9927,16.8663,35.2076
8.0828,1.29869,13.9586,7.35957,244.724,5245.31,629.273,48.0072,16.9647,34.9708
8.07631,1.36382,14.6107,7.2118,244.264,5225.85,630.559,47.7834,17.0727,35.4
8.06808,1.42618,15.5362,7.8299,253.172,5208.59,627.765,47.5946,17.2126,35.1813
8.06981,1.47697,15.4585,7.7735,249.524,5159.09,620.854,47.1519,17.4638,35.4531
8.07246,1.52052,15.7927,8.02965,253.321,5117.23,607.318,46.6957,17.6872,35.5684
8.0843,1.55805,15.5464,8.42486,259.17,5111.5,597.448,46.3096,17.8855,35.5735
8.09598,1.6135,15.1157,8.55293,258.009,5103.47,590.465,46.0136,18.0083,35.6737
8.08155,1.51996,4.5593,3.94534,245.384,4729.77,634.731,49.8852,16.3165,34.2475
8.08086,1.46636,4.52276,3.81254,241.051,4867.16,650.05,49.4548,16.5674,34.1874
8.07567,1.39927,4.46518,3.63721,237.925,5030.28,665.228,49.046,16.8668,34.2435
8.08653,1.33707,4.46455,3.40443,233.7,5135.12,678.022,48.4244,17.5545,34.1217
8.10996,1.28004,4.3681,3.27622,229.267,5117.19,685.051,47.9761,17.9966,34.1438
8.12722,1.21835,4.33869,3.48757,229.188,5116.26,687.099,47.6045,18.3362,34.0395
8.14502,1.17153,4.46187,3.52686,226.502,5091.98,686.955,47.2028,18.6877,34.1539
8.15733,1.12603,4.54062,3.58936,219.58,5090.44,686.181,47.1054,18.8613,34.2473
8.15513,1.08245,4.722,3.65193,218.562,5084.03,685.401,46.9683,18.9717,34.3066
8.14914,1.05144,5.42785,4.44233,224.051,5108.58,682.445,46.9014,18.9619,34.2895
8.14437,1.08954,6.06841,4.94305,226.231,5113.66,679.52,46.692,18.9573,34.7207
8.14651,1.12983,6.83184,5.86354,232.575,5111.72,675.275,46.6555,18.8709,34.625
8.13791,1.15015,7.61957,6.16285,239.414,5093.85,669.853,46.4523,18.8134,34.9759
8.1349,1.18121,8.75875,6.70926,240.312,5108.87,670.555,46.5677,18.4904,34.9649
8.13678,1.20917,9.38285,6.95141,241.054,5137.18,674.603,46.5463,18.3672,35.0979
8.13525,1.22138,10.0265,7.41338,244.03,5179.74,677.707,46.6055,18.2026,35.0876
8.12824,1.24436,10.832,7.35426,243.017,5184.83,682.017,46.6377,17.9634,35.4175
8.12914,1.24612,10.8162,7.37476,241.748,5215.67,683.747,46.7792,17.7771,35.5209
8.12569,1.2311,11.0095,7.52594,242.517,5283.08,679.554,46.9511,17.6486,35.4771
8.1256,1.22242,11.3227,7.36757,239.199,5302.19,669.872,47.1094,17.4653,35.5132
8.12017,1.22026,11.183,7.39662,237.502,5299.41,659.837,47.1628,17.4064,35.6439
8.11577,1.20848,11.5931,6.9517,237.809,5304.01,652.267,47.3064,17.3288,35.5831
8.10749,1.19456,11.9332,6.89575,234.214,5324.66,650.379,47.3746,17.223,35.6358
8.10685,1.20754,12.814,7.40703,241.185,5306.92,649.363,47.5544,17.0782,35.2889
8.10175,1.22267,13.1698,7.43693,241.901,5280.74,647.979,47.4768,17.1632,35.3113
8.09437,1.24936,13.9278,7.71491,246.498,5241.56,643.572,47.3287,17.3051,35.3164
8.09123,1.33151,14.3687,7.81321,248.113,5231.13,636.646,46.9669,17.4925,35.4877
8.08433,1.41108,14.5694,7.90935,248.105,5209.27,625.497,46.6004,17.7011,35.6349
8.08592,1.47074,14.8143,8.15923,248.986,5183.19,608.273,46.2309,17.9127,35.7853
8.09632,1.52368,14.6937,8.53863,255.963,5164.07,596.426,45.8251,18.0796,35.7518
8.10827,1.58648,14.2463,8.75675,256.923,5140.39,588.546,45.5017,18.2555,35.8575
8.08504,1.57065,4.51642,4.06279,250.79,4873.28,644.633,49.5918,16.3902,34.2483
8.07709,1.50384,4.42399,3.82296,246.892,4977.35,661.084,49.1393,16.719,34.2873
8.06672,1.41006,4.38165,3.62514,241.959,5137.9,677.826,48.5877,17.1723,34.3759
8.07621,1.31533,4.25167,3.36335,236.368,5225.85,690.215,48.014,17.6688,34.3167
8.10187,1.26486,4.14447,3.25602,232.703,5152.77,696.69,47.5187,18.1151,34.1775
8.12742,1.19078,4.08573,3.46963,231.09,5155.95,697.249,47.118,18.4934,34.415
8.14161,1.12386,4.15153,3.62542,227.86,5123.36,696.656,46.8197,18.7808,34.3205
8.15143,1.08434,4.22403,3.72512,225.545,5116.18,693.816,46.6045,19.0079,34.3195
8.15306,1.04178,4.50961,4.20946,221.122,5114.09,692.492,46.487,19.1559,34.6039
8.15268,0.9462,4.7361,4.51265,224.464,5164.31,687.585,46.321,19.2385,34.7372
8.15382,1.04051,5.59908,5.21402,226.565,5128.66,683.455,46.2123,19.1484,34.9008
8.15266,1.0725,6.20744,5.53362,227.212,5093.38,678.26,46.126,19.0841,35.0044
8.14795,1.04747,7.05875,6.56147,238.999,5061.48,670.503,46.0347,18.9967,35.1185
8.14752,1.09476,7.97991,6.92786,240.894,5074.59,669.87,46.1092,18.7386,35.1637
8.14274,1.12733,8.84566,7.2767,241.774,5132.23,674.208,46.1494,18.546,35.4154
8.14831,1.09029,9.33694,7.66255,243.309,5176.55,681.468,46.2291,18.3967,35.3305
8.14207,1.11702,9.88064,7.63058,242.186,5204.73,690.244,46.2291,18.1872,35.6328
8.13645,1.17778,10.1578,7.63826,241.933,5217.09,693.626,46.2863,18.0527,35.8425
8.13442,1.17867,10.1089,7.65648,237.071,5253.7,694.661,46.5861,17.8269,35.6005
8.13174,1.17259,10.4133,7.66145,238.645,5281.92,687.478,46.6673,17.7118,35.5917
8.12779,1.19169,10.4465,7.68178,238.211,5287.36,679.198,46.7045,17.6658,35.7552
8.12066,1.18077,10.711,7.05949,235.922,5302.11,673.766,46.8117,17.5722,35.8972
8.11369,1.16675,11.0667,7.25071,235.371,5307.41,669.814,46.9377,17.4703,35.7433
8.11928,1.1807,11.1371,7.08714,235.584,5301.03,668.276,46.8506,17.5082,35.6741
8.11359,1.16774,12.2946,7.53287,240.473,5276.35,663.749,46.9374,17.4265,35.5755
8.11821,1.10046,12.7409,7.78788,242.559,5284.99,657.108,46.6827,17.601,35.7303
8.1053,1.26215,13.1177,8.18104,246.183,5254.66,646.706,46.3648,17.7826,35.6673
8.09623,1.36817,13.5566,8.12433,245.973,5242.6,632.27,46.0367,17.9409,35.799
8.09266,1.44149,13.896,8.42906,251.422,5252.47,613.526,45.708,18.0972,35.909
8.10201,1.51179,13.7178,8.70049,253.308,5222.23,600.923,45.438,18.2173,35.9781
8.0858,1.62374,4.48461,4.10144,253.67,4948.14,653.67,49.2822,16.5178,34.3769
8.08007,1.54591,4.44813,3.95228,250.58,5046.69,670.853,48.8406,16.8793,34.3734
8.07086,1.4452,4.27113,3.65664,245.024,5179.36,687.24,48.2694,17.2742,34.5123
8.07774,1.33249,4.11593,3.49372,239.198,5257.8,698.684,47.6343,17.7915,34.4288
8.10205,1.26706,3.99303,3.36556,235.696,5170.33,703.437,47.2002,18.2145,34.3534
8.12451,1.17259,3.83698,3.08688,231.224,5169.89,703.165,46.7582,18.6206,34.3212
8.14247,1.06797,3.71244,3.46303,228.126,5143.41,701.16,46.3879,18.9119,34.5271
8.14454,1.06152,3.90052,3.70163,226.63,5136.7,697.278,46.1341,19.167,34.7001
8.13983,1.04033,4.16385,4.28408,225.525,5140.32,694.9,46.1057,19.3306,34.7148
8.14673,1.01084,4.57856,4.79702,227.111,5147.73,690.318,45.8977,19.3551,34.9372
8.15177,1.05673,5.2382,5.40203,225.938,5120.98,685.726,45.8199,19.3064,34.8763
8.15999,1.07287,5.75936,6.16251,232.519,5077.03,677.844,45.7613,19.2153,35.0762
8.16253,0.988347,6.47777,7.09051,236.792,5026.22,672.425,45.7232,19.1609,35.0299
8.15804,1.07161,7.40259,7.22434,240.743,5056.92,670.773,45.7517,18.8851,35.2915
8.16101,1.10872,8.08173,8.20697,243.132,5094.96,676.934,45.7872,18.7836,35.3721
8.16151,1.0425,8.52528,8.51715,245.224,5154.77,684.785,45.8493,18.5813,35.5315
8.1563,1.07377,9.03387,8.0298,242.73,5199.49,694.275,45.8542,18.3815,35.809
8.14572,1.15964,9.30002,8.92869,247.888,5208.38,701.729,46.0485,18.1067,35.7515
8.1367,1.16618,9.40126,8.70015,243.507,5256.35,703.247,46.195,17.9795,35.6913
8.13304,1.15996,9.64603,8.08456,239.549,5284.18,698.395,46.2263,17.9397,35.7491
8.13571,1.19075,9.69458,8.04331,241.074,5301.06,691.873,46.2722,17.8433,35.8919
8.12645,1.17468,9.81561,7.45524,237.103,5298.47,685.951,46.3497,17.7167,35.915
8.12397,1.13961,9.76075,7.24321,233.979,5301.6,682.611,46.2649,17.9062,36.0031
8.12224,1.18423,10.8715,7.53199,237.082,5281.81,680.431,46.3587,17.7348,35.8388
8.12422,1.17642,11.4939,7.83331,240.505,5295.4,675.092,46.4103,17.6174,35.8488
8.12712,1.14024,11.8816,8.14236,241.059,5288.51,666.182,46.2089,17.7723,36.0358
8.11773,1.2614,12.1553,8.56358,245.324,5259.28,654.554,45.9395,17.9406,35.8839
8.10551,1.36094,12.7153,8.74061,247.11,5268.64,637.332,45.6065,18.1214,36.0501
8.09677,1.42034,13.0964,8.66604,248.555,5361.98,620.571,45.3178,18.2509,36.2276
8.10464,1.51357,13.0136,9.15263,254.686,5271.22,607.88,45.1089,18.3234,36.0992
8.09092,1.6024,4.29681,3.92423,249.412,5088.43,679.526,48.4915,16.995,34.625
8.08071,1.5217,4.14468,3.64123,246.834,5168.28,694.167,47.9711,17.3816,34.6236
8.09218,1.39696,3.94308,3.4667,242.117,5198.92,703.538,47.3017,17.8824,34.589
8.11005,1.29362,3.76439,3.40207,235.999,5209.21,706.648,46.7939,18.3261,34.5868
8.1283,1.18411,3.59522,3.20681,231.934,5188.38,704.994,46.3373,18.7377,34.4914
8.14012,1.07316,3.55256,3.74265,231.818,5165.08,701.6,46.0517,19.0265,34.456
8.13249,1.06954,3.56033,3.7431,221.51,5155.4,697.981,45.7971,19.3551,34.7326
8.13232,1.06795,3.85171,4.79662,224.982,5143.65,697.065,45.7866,19.3791,34.6286
8.14038,1.07933,4.13727,5.39368,226.745,5139.83,692.728,45.7193,19.445,34.6758
8.15236,1.12246,4.73275,5.51695,230.266,5114.17,685.395,45.4736,19.3796,35.2348
8.15881,1.14757,5.36788,6.47871,232.516,5091.36,680.429,45.4379,19.3515,35.0812
8.16514,1.1255,6.08774,8.20012,239.852,5054.68,674.087,45.4172,19.2469,35.2403
8.16235,1.14393,7.01345,8.58413,240.588,5042.04,673.366,45.4054,19.0757,35.5765
8.16736,1.16393,7.50828,9.03306,243.872,5049.13,678.338,45.4803,18.9135,35.464
8.16584,1.13815,8.08715,10.2118,250.997,5094.26,684.799,45.5511,18.673,35.5871
8.16178,1.15038,8.59641,10.3639,248.18,5163.93,695.486,45.6587,18.4155,35.7335
8.15172,1.19929,8.49502,9.9992,244.815,5202.57,705.425,45.5931,18.3372,35.789
8.14748,1.21572,8.75466,9.76914,247.07,5236.29,704.843,45.6631,18.2617,35.8493
8.1454,1.21734,8.69631,9.35862,240.844,5280.31,703.944,45.7761,18.1839,35.8831
8.13913,1.22525,8.71944,8.85652,244.584,5295.84,697.246,45.8547,18.0507,35.9303
8.13773,1.21388,8.84542,7.96837,238.051,5301.4,693.151,45.9119,17.9378,36.0291
8.13096,1.19914,9.28821,7.8091,236.072,5305.17,690.476,45.8904,17.9531,36.1343
8.12918,1.22839,9.82758,8.15442,241.757,5290.86,687.437,45.9618,17.7804,35.9393
8.13661,1.24376,9.99624,7.82847,237.676,5298.27,682.464,45.8707,17.9043,36.2175
8.13052,1.25211,11.0586,8.39374,241.274,5270.01,669.874,45.7334,18.0279,36.2187
8.12506,1.31577,11.3116,8.80466,243.226,5252.51,657.843,45.5286,18.1291,36.3294
8.11191,1.39378,11.6869,8.85074,244.65,5260.7,645.52,45.257,18.1957,36.317
8.10637,1.45553,12.0703,9.21004,247.041,5346.12,629.63,45.0256,18.325,36.4711
8.12131,1.55116,12.0859,9.60361,251.15,5276.94,618.409,44.801,18.4136,36.5462
8.09391,1.65818,4.18276,3.78498,249.881,5122.13,684.169,48.0668,17.1579,34.7178
8.09497,1.60445,4.03678,3.81922,247.518,5174.6,697.258,47.5689,17.5165,34.8113
8.10306,1.44544,3.8769,3.66006,244.392,5211.66,703.866,47.0795,17.9507,34.6492
8.11969,1.32536,3.61224,3.46,237.137,5197.96,705.201,46.4293,18.4259,34.6535
8.1334,1.21922,3.4978,3.81836,235.908,5193.03,701.986,46.0297,18.7771,34.6598
8.1376,1.13549,3.38154,3.90366,232.054,5177.08,698.405,45.6947,19.1068,34.6213
8.12912,1.10064,3.42539,4.38314,233.024,5166.34,694.489,45.4879,19.3195,34.7767
8.12218,1.09535,3.58564,5.09481,225.656,5153.95,695.138,45.4592,19.4512,34.7839
8.13547,1.12977,3.88132,5.76929,227.975,5142.38,692.346,45.3537,19.5598,35.0125
8.15446,1.19575,4.26812,6.83437,232.68,5122.48,685.771,45.2731,19.5162,35.039
8.16182,1.2571,5.12043,7.21916,235.606,5104.64,679.962,45.2115,19.4335,35.1791
8.16314,1.24647,5.73852,8.76069,238.98,5075.42,675.537,45.1825,19.3005,35.3854
8.16091,1.23641,6.38969,10.0439,244.406,5033.22,674.061,45.1599,19.2097,35.6249
8.16615,1.25387,7.13501,9.89556,246.055,4980.32,678.475,45.1945,19.0025,35.598
8.16807,1.23419,7.50344,11.2315,252.222,5026.72,684.366,45.2466,18.7785,35.8857
8.16545,1.22685,7.74337,11.6242,252.338,5130.2,695.663,45.3196,18.5453,35.9221
8.16176,1.26431,8.04419,11.4274,249.391,5191.94,702.936,45.3339,18.4911,35.8793
8.15692,1.2814,8.01896,10.7706,248.757,5230.4,703.963,45.3631,18.4215,35.9254
8.15574,1.27183,8.0862,10.6718,244.675,5254.01,701.391,45.4324,18.3565,36.1108
8.14595,1.27638,8.2601,10.3779,245.817,5284.67,697.406,45.5489,18.2087,36.0039
8.14581,1.27301,8.02335,8.75366,240.64,5287.93,694.16,45.6037,18.1145,36.073
8.14253,1.26337,8.29344,9.38395,243.336,5297.39,689.845,45.5808,18.1225,36.1991
8.14095,1.28645,8.75019,8.79559,241.529,5294.2,688.255,45.6237,18.0406,36.167
8.14228,1.32413,9.19544,8.22004,238.259,5307.19,683.701,45.5375,18.0567,36.3287
8.13795,1.32062,9.8938,9.04056,243.486,5265.74,671.713,45.4215,18.1698,36.2737
8.13725,1.37041,10.4677,9.2648,245.994,5209.01,660.001,45.338,18.1622,36.4325
8.12286,1.44755,10.8253,9.16069,245.274,5192.32,648.815,45.0745,18.2329,36.4181
8.12154,1.52561,11.267,9.58571,249.078,5237.13,635.665,44.8972,18.3415,36.574
8.13016,1.61129,11.4691,9.97425,253.747,5231.35,626.564,44.6855,18.401,36.6093
8.10416,1.68077,4.07758,3.98047,252.787,5128.58,686.251,47.6304,17.3395,34.8251
8.09961,1.6525,3.89061,3.8714,246.922,5176.3,695.66,47.0949,17.6908,34.9416
8.10645,1.47162,3.75735,3.9432,245.027,5192.84,700.701,46.6444,18.0953,34.8062
8.12705,1.35295,3.49801,3.74764,238.728,5194.82,698.686,46.0839,18.5479,34.8714
8.13935,1.25753,3.34137,4.01059,236.368,5196.34,694.57,45.6493,18.8674,34.8751
8.14166,1.17892,3.27916,4.20514,231.649,5176.44,690.737,45.3326,19.2866,35.0025
8.12975,1.13667,3.14235,4.77433,232.418,5153.63,687.965,45.0954,19.4937,35.0206
8.12537,1.13408,3.36986,5.61591,232.644,5152.53,688.797,45.131,19.5187,35.2676
8.13337,1.1744,3.67661,6.20713,227.85,5154.15,688.616,45.0344,19.6527,35.2266
8.15484,1.26315,4.08846,7.53955,231.078,5132.04,684.881,45.0507,19.585,35.2018
8.16448,1.42,4.55967,8.62039,239.259,5122.98,679.137,45.0155,19.5287,35.2236
8.15859,1.35444,5.40429,9.496,238.186,5086.7,676.693,45.0193,19.3976,35.4508
8.15766,1.32157,6.08388,10.9654,244.967,5024.7,674.811,45.0462,19.2599,35.4176
8.1669,1.35633,6.47335,12.0934,249.398,4890.65,677.728,44.9884,19.1236,35.4514
8.17543,1.31585,6.89665,12.7285,253.047,4980.01,683.872,45.0528,18.9069,35.7067
8.1719,1.2876,7.22263,12.8937,256.445,5112.91,692.57,45.0952,18.6453,35.8948
8.16797,1.32964,7.2328,13.2743,257.308,5189.94,697.565,45.0795,18.6059,35.8175
8.162,1.34919,7.24285,12.7198,251.72,5234.34,699.872,45.1058,18.545,36.087
8.15547,1.31885,7.56923,12.7751,253.955,5257.54,697.271,45.3692,18.3224,35.8996
8.15663,1.33311,7.44305,11.9382,250.882,5261.19,691.411,45.2526,18.3566,36.1637
8.15263,1.34617,7.36275,11.0874,247.212,5257.42,687.369,45.2665,18.3709,36.3376
8.14163,1.31425,7.52815,10.522,247.122,5287.36,686.66,45.3786,18.1503,36.2252
8.14083,1.32735,8.13629,10.1305,247.54,5291.19,682.43,45.3163,18.1184,36.2681
8.14905,1.3662,8.44329,9.64868,245.426,5299.4,677.676,45.3327,18.1794,36.3848
8.15033,1.35837,9.0091,9.80443,247.343,5235.35,670.6,45.3155,18.1392,36.4534
8.14169,1.41538,9.42374,9.61399,246.714,5159.74,660.83,45.1931,18.1712,36.4985
8.14181,1.51957,9.8779,9.89422,250.139,5071.72,650.513,45.0472,18.2102,36.541
8.13443,1.59146,10.4183,10.1933,253.34,5146.4,641.171,44.8044,18.3122,36.586
8.10143,1.57698,3.80242,4.06235,251.046,5174.28,691.009,46.7141,17.8828,34.9826
8.11355,1.46046,3.60038,3.97096,244.511,5178.27,692.577,46.2372,18.2561,34.8824
8.12863,1.3603,3.39876,4.0418,240.006,5185.45,689.625,45.689,18.6456,35.1211
8.14552,1.27548,3.29446,4.71844,240.225,5195.69,683.452,45.2198,19.1144,35.1413
8.14085,1.19957,3.16318,4.96855,236.736,5168.33,679.559,44.9747,19.3286,35.1772
8.13596,1.16023,3.10945,5.49777,234.261,5150.39,679.752,44.746,19.5816,35.3401
8.13497,1.16179,3.23497,6.20933,234.167,5156.79,681.697,44.6259,19.7381,35.3316
8.14419,1.19663,3.66707,7.65129,233.823,5160.46,683.786,44.8393,19.6451,35.2109
8.15404,1.2799,4.1558,8.37967,234.479,5142.03,682.433,44.9167,19.5428,35.1684
8.15673,1.37609,4.3715,9.97462,242.037,5127.9,677.525,44.7462,19.6104,35.3868
8.14713,1.38053,5.26346,11.1309,245.699,5106.47,674.555,44.8422,19.4706,35.3709
8.14941,1.36303,5.88207,11.9851,248.993,5055.94,673.919,44.8667,19.3281,35.4005
8.1608,1.36201,6.10589,13.0086,253.183,4996.84,676.168,44.8506,19.162,35.6078
8.17091,1.33152,6.36054,14.0074,257.324,5025.78,681.36,44.8602,19.0135,35.7211
8.17489,1.30805,6.78512,14.4453,261.206,5114.76,689.107,44.966,18.7855,35.7024
8.17198,1.33497,6.60752,14.3817,260.09,5179.56,692.22,44.8793,18.761,35.9099
8.16863,1.3499,6.46744,14.0919,258.537,5239.72,693.319,44.9734,18.6247,36.0792
8.1623,1.34081,6.804,13.7542,255.525,5265.67,690.722,45.1796,18.4291,36.062
8.15214,1.3578,6.6998,12.8501,254.049,5274,686,45.2256,18.3303,36.1122
8.14958,1.36678,6.44171,12.0602,251.43,5266.16,680.778,45.1929,18.3605,36.2615
8.12934,1.33786,7.02627,11.7939,251.723,5285.28,678.424,45.3013,18.16,36.2802
8.13411,1.3354,7.14028,11.4299,251.215,5278.27,675.384,45.1984,18.1857,36.3052
8.14365,1.34255,7.49664,10.944,250.04,5262.6,670.861,45.2525,18.1318,36.532
8.15015,1.34984,7.97686,10.2323,247.116,5221.98,665.802,45.3258,18.0608,36.5453
8.15016,1.42159,8.43696,10.423,250.556,5145.95,657.425,45.2661,18.029,36.5092
8.15116,1.55643,8.78974,10.2075,250.825,5010.29,650.157,45.0605,18.1744,36.5424
8.14686,1.62713,9.43269,10.3312,252.06,5119.01,644.026,44.8515,18.2232,36.7944
8.10631,1.52267,3.70007,4.20116,249.59,5160.49,683.478,46.3087,18.0553,35.305
8.12057,1.43552,3.49566,3.9869,244.096,5176.89,682.753,45.5713,18.6598,35.4924
8.13507,1.35193,3.35656,4.18355,238.274,5172.74,678.674,45.2155,18.9978,35.367
8.14708,1.2705,3.18769,5.04106,240.708,5165.05,673.829,44.9301,19.2275,35.4152
8.14471,1.19998,3.07582,5.22161,236.048,5137.95,670.952,44.7235,19.4547,35.5302
8.14274,1.1666,3.14705,5.51702,233.028,5131,671.17,44.5389,19.6743,35.4564
8.14149,1.17333,3.37946,6.45205,232.973,5147.1,674.218,44.5583,19.7586,35.5489
8.15082,1.19913,3.60855,8.09195,234.614,5178.23,677.144,44.563,19.7554,35.5831
8.15321,1.2682,4.04384,8.55497,234.651,5162.72,676.613,44.5459,19.7031,35.5028
8.14882,1.34383,4.51558,9.55799,239.139,5132.24,675.253,44.532,19.6948,35.5221
8.14388,1.37617,4.75186,11.5894,244.938,5125.63,672.495,44.5961,19.6101,35.8373
8.14326,1.38047,5.27629,12.3937,248.974,5107.93,672.175,44.7036,19.4184,35.7636
8.15314,1.36874,5.92893,13.5202,251.516,5061.04,674.768,44.6364,19.287,35.9166
8.17346,1.32879,6.05128,14.588,259.231,5068.79,679.725,44.7101,19.0836,35.9855
8.18007,1.29756,5.90913,15.0061,258.991,5118.64,685.544,44.7789,18.9771,35.9739
8.17331,1.33441,6.21289,14.9654,261.817,5179.84,687.506,44.8452,18.7904,35.9864
8.16436,1.35163,6.19991,14.5274,259.65,5250.25,687.481,44.9275,18.7016,35.9889
8.15973,1.34344,5.61192,14.2406,256.811,5302.87,683.828,45.0031,18.5995,36.2619
8.15423,1.36509,6.0321,12.9583,253.365,5299.28,679.28,45.1243,18.4712,36.1765
8.14201,1.36927,5.68916,12.3802,252.071,5289.94,674.471,45.1664,18.3843,36.3029
8.12584,1.34307,6.17084,12.0876,251.404,5298.99,671.015,45.3148,18.1158,36.404
8.12231,1.33602,6.5543,12.099,253.473,5275.34,667.759,45.3144,18.073,36.3346
8.13436,1.33272,6.86764,10.9307,248.629,5246.87,664.13,45.3876,17.9928,36.5196
8.14697,1.31017,7.06235,10.6778,247.272,5220.59,658.293,45.2692,18.0332,36.7712
8.15,1.39489,7.82025,10.4196,248.897,5168.8,653.212,45.3325,17.9262,36.4797
8.14625,1.53411,8.29113,10.2636,248.368,5108.89,648.568,45.1612,18.0194,36.6162
8.14951,1.63186,8.75278,10.3848,249.644,5142.41,644.214,45.0329,18.147,36.8017
8.12206,1.40363,3.24129,4.68208,239.111,5153.61,673.196,44.4616,19.3392,36.26
8.13431,1.34161,3.29952,4.47177,238.861,5132.03,667.378,44.9352,19.1194,35.711
8.14675,1.26351,3.22711,4.91031,238.486,5131.66,662.716,44.6856,19.3675,35.6208
8.14668,1.18028,3.11394,5.66922,236.382,5103.9,660.113,44.4728,19.59,35.7429
8.14727,1.16056,3.11315,6.0872,234.916,5102.81,661.961,44.3672,19.7748,35.5982
8.14841,1.18079,3.39969,7.12978,234.176,5128.79,665.365,44.4198,19.8152,35.6279
8.15465,1.20642,3.67963,8.34791,236.15,5167.09,669.768,44.3876,19.8104,35.8746
8.15492,1.26438,3.99949,9.32395,236.274,5157.7,671.28,44.4518,19.7702,35.8208
8.14324,1.32943,4.58959,10.8692,244.856,5133.56,670.624,44.5608,19.5993,35.6177
8.13299,1.37527,4.7818,12.0408,246.64,5153.41,670.402,44.5547,19.639,35.925
8.13198,1.40041,5.13165,13.2189,249.96,5168.54,670.823,44.5662,19.5322,35.9566
8.15369,1.3947,5.52668,14.2487,257.743,5101.75,673.269,44.7042,19.3435,35.6945
8.1734,1.34486,5.92563,15.368,262.638,5089.51,677.695,44.7752,19.0817,35.7905
8.18544,1.2593,5.55076,15.606,260.719,5107.49,681.008,44.7869,19.0672,36.0524
8.16952,1.36411,6.10916,15.6977,264.969,5175.81,682.147,44.861,18.7785,36.077
8.16273,1.38382,5.74692,15.7632,266.051,5254.55,681.014,45.014,18.6525,36.0636
8.15835,1.31719,5.15352,15.4651,262.687,5412.14,677.464,45.0615,18.5803,36.3332
8.14807,1.39498,5.43843,13.8838,256.33,5311.72,672.533,45.2171,18.4361,36.3027
8.13271,1.39612,5.55948,13.7582,255.158,5306.93,668.38,45.3835,18.1893,36.2194
8.11573,1.33749,5.41033,13.3706,256.744,5321.05,662.575,45.4001,18.0686,36.4384
8.11528,1.34679,6.00306,12.6448,255.43,5277.89,659.3,45.5001,17.9415,36.3322
8.12947,1.34912,6.28987,11.5912,251.713,5231.01,655.578,45.5679,17.8759,36.5817
8.14209,1.30236,6.61681,11.442,252.148,5214.75,650.963,45.5244,17.8129,36.6256
8.14622,1.39956,7.0477,11.6256,255.476,5189.74,646.278,45.5018,17.7931,36.6681
8.151,1.54432,7.81287,11.111,255.651,5169.34,644.599,45.3912,17.8396,36.6084
8.13318,1.34268,3.39108,4.76634,238.468,5120,656.692,44.7905,19.2778,35.8986
8.14359,1.26963,3.31477,5.56779,236.862,5109.17,653.828,44.5902,19.515,35.6385
8.15319,1.17215,3.3015,6.38086,238.733,5076.48,652.404,44.4716,19.6926,35.5854
8.15004,1.16539,3.49829,6.40699,237.054,5078.93,653.802,44.1988,19.8705,35.8619
